year,sex,hindfoot_length,weight,genus,species,taxa,plot_type,weight_oz
1988,M,37.0,50.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.763668430335097
1983,M,36.0,48.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.693121693121693
2000,F,21.0,15.0,Chaetodipus,penicillatus,Rodent,Control,0.5291005291005291
2002,F,27.0,26.0,Chaetodipus,baileyi,Rodent,Control,0.9171075837742504
1997,F,25.0,29.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.0229276895943562
1994,M,36.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
2002,F,26.0,27.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,0.9523809523809523
1988,M,34.0,235.0,Neotoma,albigula,Rodent,Rodent Exclosure,8.289241622574956
2002,M,26.0,38.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.3403880070546736
1984,F,19.0,19.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure,0.6701940035273368
1982,F,20.0,27.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.9523809523809523
1989,F,21.0,21.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.7407407407407407
1999,F,26.0,32.0,Chaetodipus,baileyi,Rodent,Control,1.128747795414462
1982,M,22.0,40.0,Onychomys,leucogaster,Rodent,Control,1.4109347442680775
1991,F,37.0,53.0,Dipodomys,merriami,Rodent,Control,1.8694885361552027
1998,F,36.0,40.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4109347442680775
2002,M,27.0,51.0,Chaetodipus,baileyi,Rodent,Control,1.7989417989417988
1989,M,19.0,12.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.42328042328042326
1988,M,35.0,60.0,Dipodomys,ordii,Rodent,Control,2.1164021164021163
1998,F,32.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1995,F,37.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1997,M,26.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.0582010582010581
1992,M,37.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
2000,M,35.0,52.0,Dipodomys,merriami,Rodent,Control,1.8342151675485008
1996,F,15.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.24691358024691357
1982,M,34.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1996,F,36.0,46.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.6225749559082892
1998,not reported,,,Spermophilus,spilosoma,Rodent,Short-term Krat Exclosure,
2000,F,22.0,23.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.8112874779541446
1989,F,37.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1987,F,,8.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.2821869488536155
1994,M,22.0,16.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure,0.564373897707231
1997,M,19.0,26.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure,0.9171075837742504
2002,F,21.0,15.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.5291005291005291
1997,F,21.0,27.0,Peromyscus,leucopus,Rodent,Rodent Exclosure,0.9523809523809523
1992,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3527336860670194
1997,M,17.0,12.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.42328042328042326
1997,M,27.0,31.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.09347442680776
2002,F,20.0,27.0,Onychomys,torridus,Rodent,Control,0.9523809523809523
2002,M,37.0,51.0,Dipodomys,ordii,Rodent,Control,1.7989417989417988
1992,F,20.0,25.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.8818342151675485
1987,M,21.0,22.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.7760141093474426
1993,F,18.0,12.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.42328042328042326
1988,F,35.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1978,M,38.0,51.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.7989417989417988
1989,F,21.0,25.0,Peromyscus,eremicus,Rodent,Control,0.8818342151675485
1990,not reported,,,Spermophilus,spilosoma,Rodent,Short-term Krat Exclosure,
1997,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3527336860670194
1982,M,15.0,6.0,Perognathus,flavus,Rodent,Control,0.21164021164021163
1981,F,,43.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.5167548500881833
1986,M,36.0,43.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.5167548500881833
1978,F,49.0,120.0,Dipodomys,spectabilis,Rodent,Control,4.232804232804233
1983,F,33.0,120.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure,4.232804232804233
1978,F,37.0,41.0,Dipodomys,merriami,Rodent,Control,1.4462081128747795
1995,F,20.0,15.0,Chaetodipus,penicillatus,Rodent,Control,0.5291005291005291
1997,F,37.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1977,F,34.0,,Dipodomys,merriami,Rodent,Rodent Exclosure,
2001,M,22.0,13.0,Chaetodipus,penicillatus,Rodent,Control,0.4585537918871252
1984,F,36.0,26.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,0.9171075837742504
1989,M,,14.0,Onychomys,torridus,Rodent,Control,0.49382716049382713
1993,not reported,,,Amphispiza,bilineata,Bird,Rodent Exclosure,
1990,M,37.0,55.0,Dipodomys,ordii,Rodent,Control,1.9400352733686066
1989,M,17.0,8.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.2821869488536155
1987,F,30.0,105.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure,3.7037037037037037
1983,F,15.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.31746031746031744
1988,M,21.0,27.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,0.9523809523809523
1997,M,38.0,51.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1.7989417989417988
2002,F,35.0,60.0,Dipodomys,ordii,Rodent,Control,2.1164021164021163
1985,F,36.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5520282186948853
2002,M,21.0,27.0,Onychomys,torridus,Rodent,Control,0.9523809523809523
2000,M,21.0,22.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.7760141093474426
2002,F,25.0,28.0,Chaetodipus,baileyi,Rodent,Control,0.9876543209876543
1995,M,,,Ammospermophilus,harrisi,Rodent,Rodent Exclosure,
1982,F,,34.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.199294532627866
1977,M,47.0,,Dipodomys,spectabilis,Rodent,Rodent Exclosure,
2000,F,20.0,13.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.4585537918871252
1989,F,32.0,138.0,Neotoma,albigula,Rodent,Rodent Exclosure,4.867724867724868
1981,M,37.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1997,M,23.0,22.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.7760141093474426
1980,M,49.0,130.0,Dipodomys,spectabilis,Rodent,Rodent Exclosure,4.585537918871252
2002,M,37.0,53.0,Dipodomys,merriami,Rodent,Control,1.8694885361552027
1990,M,36.0,35.0,Dipodomys,merriami,Rodent,Control,1.2345679012345678
1979,F,36.0,43.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.5167548500881833
1984,M,15.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.2821869488536155
2000,F,26.0,32.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.128747795414462
1996,F,21.0,22.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure,0.7760141093474426
1997,F,37.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
1982,M,,80.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,2.821869488536155
1982,F,35.0,38.0,Dipodomys,ordii,Rodent,Control,1.3403880070546736
1991,F,36.0,54.0,Dipodomys,merriami,Rodent,Control,1.9047619047619047
1999,M,22.0,22.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.7760141093474426
1980,F,35.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1979,F,15.0,,Perognathus,flavus,Rodent,Long-term Krat Exclosure,
1980,M,35.0,53.0,Dipodomys,ordii,Rodent,Control,1.8694885361552027
2002,not reported,,,Spermophilus,spilosoma,Rodent,Control,
1993,M,37.0,39.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.3756613756613756
1987,M,21.0,25.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.8818342151675485
1991,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3527336860670194
1983,not reported,,,Sylvilagus,audubonii,Rabbit,Control,
2000,M,22.0,21.0,Chaetodipus,penicillatus,Rodent,Control,0.7407407407407407
1981,M,,52.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.8342151675485008
1981,M,21.0,17.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.599647266313933
2001,M,37.0,44.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.5520282186948853
2001,M,37.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1995,M,36.0,46.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.6225749559082892
1995,F,37.0,46.0,Dipodomys,ordii,Rodent,Control,1.6225749559082892
2000,M,29.0,42.0,Chaetodipus,baileyi,Rodent,Spectab exclosure,1.4814814814814814
1984,M,35.0,51.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.7989417989417988
1991,F,36.0,49.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.728395061728395
2001,F,27.0,30.0,Chaetodipus,baileyi,Rodent,Control,1.0582010582010581
1990,M,37.0,60.0,Dipodomys,ordii,Rodent,Control,2.1164021164021163
1979,F,51.0,92.0,Dipodomys,spectabilis,Rodent,Control,3.2451499118165783
1978,M,36.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1992,F,32.0,114.0,Neotoma,albigula,Rodent,Control,4.021164021164021
1978,M,38.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1982,F,35.0,34.0,Dipodomys,merriami,Rodent,Control,1.199294532627866
1987,F,34.0,28.0,Dipodomys,merriami,Rodent,Control,0.9876543209876543
2001,M,27.0,50.0,Sigmodon,hispidus,Rodent,Short-term Krat Exclosure,1.763668430335097
1990,M,16.0,12.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.42328042328042326
1980,F,35.0,46.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.6225749559082892
1990,F,,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1990,F,14.0,8.0,Baiomys,taylori,Rodent,Long-term Krat Exclosure,0.2821869488536155
1991,M,16.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3880070546737213
1982,M,18.0,11.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3880070546737213
1998,F,35.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
1999,M,27.0,44.0,Chaetodipus,baileyi,Rodent,Control,1.5520282186948853
1979,F,35.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1999,F,21.0,29.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,1.0229276895943562
1980,M,,21.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.7407407407407407
1992,M,22.0,20.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.7054673721340388
1979,F,35.0,57.0,Dipodomys,merriami,Rodent,Control,2.0105820105820107
1980,F,37.0,51.0,Dipodomys,merriami,Rodent,Control,1.7989417989417988
1983,M,38.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5520282186948853
1989,F,17.0,11.0,Reithrodontomys,megalotis,Rodent,Control,0.3880070546737213
1981,F,37.0,33.0,Dipodomys,ordii,Rodent,Control,1.164021164021164
1979,M,36.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1982,M,17.0,12.0,Reithrodontomys,fulvescens,Rodent,Long-term Krat Exclosure,0.42328042328042326
1985,not reported,70.0,,Neotoma,albigula,Rodent,Control,
1987,F,16.0,14.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.49382716049382713
1995,F,20.0,14.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.49382716049382713
2000,M,26.0,36.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.2698412698412698
1998,not reported,,,Ammospermophilus,harrisi,Rodent,Control,
1995,M,17.0,10.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.3527336860670194
1978,F,16.0,6.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.21164021164021163
1996,M,37.0,50.0,Dipodomys,ordii,Rodent,Control,1.763668430335097
1994,F,,9.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.31746031746031744
1977,F,13.0,8.0,Perognathus,flavus,Rodent,Rodent Exclosure,0.2821869488536155
1978,not reported,,,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,
1989,M,21.0,23.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,0.8112874779541446
1983,M,16.0,7.0,Perognathus,flavus,Rodent,Control,0.24691358024691357
1987,F,,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3880070546737213
1979,M,20.0,22.0,Onychomys,torridus,Rodent,Rodent Exclosure,0.7760141093474426
1996,F,23.0,19.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.6701940035273368
1999,F,25.0,33.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.164021164021164
2001,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.0582010582010581
1987,F,32.0,115.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure,4.056437389770723
1998,M,22.0,20.0,Chaetodipus,penicillatus,Rodent,Control,0.7054673721340388
2000,M,37.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1986,F,34.0,32.0,Dipodomys,merriami,Rodent,Control,1.128747795414462
1999,F,20.0,28.0,Onychomys,torridus,Rodent,Control,0.9876543209876543
1991,M,16.0,10.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.3527336860670194
1983,F,16.0,7.0,Perognathus,flavus,Rodent,Control,0.24691358024691357
2002,M,37.0,63.0,Dipodomys,ordii,Rodent,Control,2.2222222222222223
1996,M,36.0,51.0,Dipodomys,merriami,Rodent,Control,1.7989417989417988
1998,F,20.0,20.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.7054673721340388
2001,M,33.0,121.0,Neotoma,albigula,Rodent,Control,4.268077601410934
2000,M,34.0,50.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.763668430335097
1998,M,23.0,18.0,Chaetodipus,penicillatus,Rodent,Control,0.6349206349206349
1999,F,34.0,49.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.728395061728395
1997,M,23.0,22.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.7760141093474426
1978,M,38.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1995,M,37.0,30.0,Dipodomys,merriami,Rodent,Control,1.0582010582010581
1981,M,47.0,72.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,2.5396825396825395
1998,F,34.0,44.0,Dipodomys,ordii,Rodent,Control,1.5520282186948853
1984,M,52.0,138.0,Dipodomys,spectabilis,Rodent,Control,4.867724867724868
1985,M,35.0,45.0,Dipodomys,ordii,Rodent,Control,1.5873015873015872
1988,M,33.0,52.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.8342151675485008
2001,M,23.0,16.0,Chaetodipus,penicillatus,Rodent,Control,0.564373897707231
1996,M,39.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1997,F,22.0,18.0,Chaetodipus,penicillatus,Rodent,Control,0.6349206349206349
1998,M,21.0,27.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.9523809523809523
1978,F,49.0,87.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,3.068783068783069
1983,F,35.0,36.0,Dipodomys,merriami,Rodent,Control,1.2698412698412698
1987,F,35.0,45.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.5873015873015872
1990,M,20.0,22.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.7760141093474426
1996,M,17.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3880070546737213
2000,F,25.0,28.0,Chaetodipus,baileyi,Rodent,Spectab exclosure,0.9876543209876543
1997,M,22.0,28.0,Onychomys,torridus,Rodent,Rodent Exclosure,0.9876543209876543
1982,M,20.0,19.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.6701940035273368
1987,M,38.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5520282186948853
1979,F,52.0,118.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.162257495590829
1986,M,33.0,51.0,Dipodomys,ordii,Rodent,Control,1.7989417989417988
1980,M,,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1990,M,16.0,10.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.3527336860670194
1985,F,35.0,37.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.3051146384479717
1998,M,36.0,52.0,Dipodomys,merriami,Rodent,Control,1.8342151675485008
1996,M,15.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.24691358024691357
1983,M,17.0,8.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.2821869488536155
1993,M,16.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3880070546737213
1989,F,23.0,18.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.6349206349206349
2002,F,26.0,27.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,0.9523809523809523
1995,F,23.0,19.0,Chaetodipus,penicillatus,Rodent,Control,0.6701940035273368
1982,F,,40.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.4109347442680775
2001,M,20.0,21.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.7407407407407407
1996,F,21.0,33.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,1.164021164021164
1984,F,21.0,17.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.599647266313933
1982,M,36.0,40.0,Dipodomys,ordii,Rodent,Control,1.4109347442680775
2001,F,22.0,17.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.599647266313933
1995,M,15.0,8.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.2821869488536155
1988,F,36.0,48.0,Dipodomys,ordii,Rodent,Control,1.693121693121693
1980,F,36.0,43.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.5167548500881833
1985,F,35.0,50.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.763668430335097
1991,F,15.0,8.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.2821869488536155
1990,F,22.0,13.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.4585537918871252
1990,M,36.0,46.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.6225749559082892
1985,M,35.0,43.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.5167548500881833
1988,M,17.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.42328042328042326
1996,F,27.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.0582010582010581
2002,F,26.0,39.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.3756613756613756
1996,M,36.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
2000,M,20.0,18.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.6349206349206349
1983,F,14.0,6.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.21164021164021163
1996,M,35.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1999,F,34.0,44.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.5520282186948853
2000,M,20.0,17.0,Chaetodipus,penicillatus,Rodent,Control,0.599647266313933
1982,M,35.0,136.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure,4.797178130511464
1995,M,36.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1997,M,21.0,27.0,Onychomys,torridus,Rodent,Control,0.9523809523809523
1982,F,34.0,34.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.199294532627866
1998,M,22.0,15.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.5291005291005291
1998,M,26.0,28.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,0.9876543209876543
2000,M,26.0,24.0,Chaetodipus,baileyi,Rodent,Control,0.8465608465608465
1982,not reported,,,Sylvilagus,audubonii,Rabbit,Rodent Exclosure,
1993,M,20.0,20.0,Onychomys,leucogaster,Rodent,Spectab exclosure,0.7054673721340388
1986,F,35.0,30.0,Dipodomys,ordii,Rodent,Control,1.0582010582010581
2002,M,26.0,44.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.5520282186948853
1999,M,20.0,20.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.7054673721340388
2001,M,27.0,28.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,0.9876543209876543
1985,M,35.0,45.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5873015873015872
1984,F,35.0,52.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.8342151675485008
1980,M,,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1997,F,31.0,20.0,Dipodomys,merriami,Rodent,Control,0.7054673721340388
1997,F,21.0,22.0,Peromyscus,maniculatus,Rodent,Control,0.7760141093474426
1994,F,35.0,38.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.3403880070546736
1990,F,38.0,41.0,Dipodomys,merriami,Rodent,Control,1.4462081128747795
1988,not reported,,,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure,
1982,F,,130.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.585537918871252
1982,F,16.0,12.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.42328042328042326
1997,F,17.0,9.0,Reithrodontomys,megalotis,Rodent,Control,0.31746031746031744
1987,M,36.0,49.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.728395061728395
2001,M,36.0,59.0,Dipodomys,ordii,Rodent,Control,2.0811287477954146
2002,F,25.0,30.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.0582010582010581
1982,M,37.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1982,M,20.0,40.0,Onychomys,leucogaster,Rodent,Control,1.4109347442680775
1979,F,50.0,115.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.056437389770723
1998,M,22.0,29.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,1.0229276895943562
1985,M,21.0,27.0,Onychomys,leucogaster,Rodent,Rodent Exclosure,0.9523809523809523
1979,F,35.0,50.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.763668430335097
1991,M,17.0,7.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.24691358024691357
1990,F,22.0,27.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.9523809523809523
1987,M,36.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
2000,F,26.0,34.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.199294532627866
1989,F,37.0,53.0,Dipodomys,ordii,Rodent,Control,1.8694885361552027
2002,M,23.0,19.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.6701940035273368
1997,M,22.0,14.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.49382716049382713
1982,F,36.0,51.0,Dipodomys,merriami,Rodent,Control,1.7989417989417988
2002,M,26.0,45.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.5873015873015872
1992,M,34.0,34.0,Dipodomys,merriami,Rodent,Control,1.199294532627866
1987,F,20.0,34.0,Onychomys,leucogaster,Rodent,Control,1.199294532627866
1992,not reported,,,Dipodomys,sp.,Rodent,Short-term Krat Exclosure,
1987,F,35.0,41.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.4462081128747795
1997,F,22.0,21.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.7407407407407407
1988,M,33.0,105.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure,3.7037037037037037
1985,M,50.0,147.0,Dipodomys,spectabilis,Rodent,Control,5.185185185185185
2002,F,27.0,34.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.199294532627866
1990,M,36.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1988,M,37.0,50.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.763668430335097
1985,M,35.0,51.0,Dipodomys,ordii,Rodent,Control,1.7989417989417988
1980,M,14.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.24691358024691357
1981,F,,153.0,Dipodomys,spectabilis,Rodent,Control,5.396825396825396
2002,not reported,,,Ammospermophilus,harrisi,Rodent,Long-term Krat Exclosure,
1999,not reported,,,Dipodomys,sp.,Rodent,Control,
1998,F,20.0,17.0,Onychomys,torridus,Rodent,Control,0.599647266313933
1997,M,35.0,121.0,Neotoma,albigula,Rodent,Control,4.268077601410934
1997,M,33.0,48.0,Dipodomys,ordii,Rodent,Long-term Krat Exclosure,1.693121693121693
1981,M,,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1988,F,21.0,26.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.9171075837742504
1996,M,33.0,148.0,Neotoma,albigula,Rodent,Control,5.220458553791887
1989,F,17.0,12.0,Reithrodontomys,fulvescens,Rodent,Control,0.42328042328042326
2001,M,23.0,17.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.599647266313933
2000,F,22.0,16.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.564373897707231
1977,F,36.0,37.0,Dipodomys,merriami,Rodent,Control,1.3051146384479717
1997,M,15.0,9.0,Perognathus,flavus,Rodent,Control,0.31746031746031744
1997,M,21.0,22.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.7760141093474426
1993,not reported,,,Spermophilus,spilosoma,Rodent,Long-term Krat Exclosure,
1983,M,34.0,44.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.5520282186948853
1982,M,49.0,123.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.338624338624339
1996,M,15.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3527336860670194
1981,F,,231.0,Neotoma,albigula,Rodent,Control,8.148148148148147
1983,F,34.0,32.0,Dipodomys,ordii,Rodent,Control,1.128747795414462
1985,M,37.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1992,F,17.0,,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,
1990,F,37.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1981,M,,135.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.761904761904762
